posicao_ebt;nota;uf;nome_uf;municipio;populacao;total_pontos;nota_1
155;9.3;PB;Paraíba;São João do Cariri;4323;3350;9.3
155;9.3;RS;Rio Grande do Sul;Jóia;8656;3350;9.3
155;9.3;RS;Rio Grande do Sul;Travesseiro;2389;3350;9.3
155;9.3;SC;Santa Catarina;Navegantes;72772;3350;9.3
155;9.3;SC;Santa Catarina;Pinhalzinho;18696;3350;9.3
155;9.3;SC;Santa Catarina;Maravilha;24345;3350;9.3
155;9.3;PB;Paraíba;Serraria;6153;3350;9.3
155;9.3;SP;São Paulo;Tejupá;4750;3350;9.3
155;9.3;PB;Paraíba;Jacaraú;14316;3350;9.3
155;9.3;PB;Paraíba;Pilar;11786;3350;9.3
155;9.3;PB;Paraíba;Pombal;32712;3350;9.3
155;9.3;PB;Paraíba;Cachoeira dos Índios;10114;3350;9.3
155;9.3;RS;Rio Grande do Sul;Camargo;2718;3350;9.3
155;9.3;RS;Rio Grande do Sul;Boa Vista das Missões;2170;3350;9.3
155;9.3;PB;Paraíba;Riachão;3531;3350;9.3
155;9.3;MT;Mato Grosso;Araguainha;;3350;9.3
155;9.3;MT;Mato Grosso;Aripuanã;20657;3350;9.3
155;9.3;PR;Paraná;Toledo;132077;3350;9.3
155;9.3;MG;Minas Gerais;São José do Alegre;4197;3350;9.3
155;9.3;MS;Mato Grosso do Sul;Aparecida do Taboado;24414;3350;9.3
155;9.3;SP;São Paulo;Orindiúva;6493;3350;9.3
155;9.3;RJ;Rio de Janeiro;Volta Redonda;262970;3350;9.3
155;9.3;SC;Santa Catarina;Urussanga;21003;3350;9.3
178;9.16;SC;Santa Catarina;Serra Alta;3312;3300;9.16
178;9.16;SC;Santa Catarina;São Joaquim;26247;3300;9.16
178;9.16;RJ;Rio de Janeiro;Petrópolis;298142;3300;9.16
178;9.16;PR;Paraná;Bom Sucesso do Sul;3365;3300;9.16
178;9.16;MG;Minas Gerais;Contagem;648766;3300;9.16
178;9.16;RS;Rio Grande do Sul;Centenário;3026;3300;9.16
178;9.16;PR;Paraná;Mercedes;5398;3300;9.16
178;9.16;PB;Paraíba;João Pessoa;791438;3300;9.16
178;9.16;CE;Ceará;Tauá;57701;3300;9.16
178;9.16;CE;Ceará;Meruoca;14674;3300;9.16
178;9.16;BA;Bahia;Carinhanha;29955;3300;9.16
178;9.16;MG;Minas Gerais;Bom Despacho;49236;3300;9.16
178;9.16;SC;Santa Catarina;José Boiteux;4862;3300;9.16
178;9.16;SC;Santa Catarina;Galvão;3217;3300;9.16
178;9.16;SC;Santa Catarina;Caçador;75812;3300;9.16
178;9.16;ES;Espírito Santo;Serra;485376;3300;9.16
178;9.16;ES;Espírito Santo;Viana;74499;3300;9.16
178;9.16;SC;Santa Catarina;Antônio Carlos;8118;3300;9.16
178;9.16;SP;São Paulo;Lençóis Paulista;66131;3300;9.16
197;9.02;RS;Rio Grande do Sul;Porto Xavier;10758;3250;9.02
197;9.02;RS;Rio Grande do Sul;Santo Expedito do Sul;2485;3250;9.02
197;9.02;RS;Rio Grande do Sul;São Paulo das Missões;6348;3250;9.02
197;9.02;ES;Espírito Santo;Santa Leopoldina;12885;3250;9.02
197;9.02;SC;Santa Catarina;Bombinhas;17477;3250;9.02
197;9.02;SC;Santa Catarina;Irani;10118;3250;9.02
197;9.02;SC;Santa Catarina;Pomerode;31181;3250;9.02
197;9.02;ES;Espírito Santo;Boa Esperança;15318;3250;9.02
197;9.02;PE;Pernambuco;Triunfo;15250;3250;9.02
197;9.02;PR;Paraná;Arapoti;27547;3250;9.02
197;9.02;TO;Tocantins;Sucupira;1900;3250;9.02
197;9.02;RN;Rio Grande do Norte;Acari;11344;3250;9.02
209;8.88;PB;Paraíba;Mari;21755;3200;8.88
209;8.88;SP;São Paulo;Barueri;262275;3200;8.88
211;8.75;SP;São Paulo;Bastos;21067;3150;8.75
211;8.75;RO;Rondônia;Ariquemes;104401;3150;8.75
211;8.75;PB;Paraíba;Santa Luzia;15278;3150;8.75
211;8.75;SP;São Paulo;Franca;342112;3150;8.75
211;8.75;RS;Rio Grande do Sul;Poço das Antas;2104;3150;8.75
211;8.75;MG;Minas Gerais;Caparaó;5454;3150;8.75
211;8.75;SC;Santa Catarina;Alfredo Wagner;9850;3150;8.75
211;8.75;SC;Santa Catarina;Nova Erechim;4729;3150;8.75
211;8.75;ES;Espírito Santo;Vila Velha;472762;3150;8.75
211;8.75;PE;Pernambuco;Santa Terezinha;11627;3150;8.75
211;8.75;CE;Ceará;Varjota;18136;3150;8.75
211;8.75;TO;Tocantins;Palmas;272726;3150;8.75
211;8.75;PB;Paraíba;Camalaú;5971;3150;8.75
211;8.75;PB;Paraíba;Santa Cecília;6583;3150;8.75
211;8.75;MS;Mato Grosso do Sul;Brasilândia;11903;3150;8.75
211;8.75;MT;Mato Grosso;São José do Rio Claro;19052;3150;8.75
211;8.75;RJ;Rio de Janeiro;Engenheiro Paulo de Frontin;13626;3150;8.75
211;8.75;SC;Santa Catarina;Santa Terezinha;8864;3150;8.75
211;8.75;MG;Minas Gerais;Olaria;1913;3150;8.75
211;8.75;TO;Tocantins;Taipas do Tocantins;2094;3150;8.75
211;8.75;TO;Tocantins;Lajeado;3026;3150;8.75
211;8.75;PI;Piauí;Valença do Piauí;20568;3150;8.75
233;8.61;PR;Paraná;Cianorte;77515;3100;8.61
233;8.61;RS;Rio Grande do Sul;Guaporé;24509;3100;8.61
233;8.61;BA;Bahia;Santa Luzia;13626;3100;8.61
233;8.61;PE;Pernambuco;Olinda;389494;3100;8.61
233;8.61;BA;Bahia;Itapitanga;10800;3100;8.61
233;8.61;PE;Pernambuco;Sairé;10437;3100;8.61
233;8.61;BA;Bahia;Paulo Afonso;119214;3100;8.61
233;8.61;BA;Bahia;Vitória da Conquista;343230;3100;8.61
233;8.61;RO;Rondônia;Monte Negro;15873;3100;8.61
242;8.47;MA;Maranhão;Pastos Bons;18999;3050;8.47
242;8.47;AL;Alagoas;Passo de Camaragibe;15419;3050;8.47
242;8.47;SP;São Paulo;Silveiras;6158;3050;8.47
242;8.47;MS;Mato Grosso do Sul;Miranda;27104;3050;8.47
242;8.47;RS;Rio Grande do Sul;Capão do Cipó;3387;3050;8.47
242;8.47;PB;Paraíba;Natuba;10450;3050;8.47
242;8.47;RS;Rio Grande do Sul;Ibirubá;20242;3050;8.47
242;8.47;TO;Tocantins;Dueré;4722;3050;8.47
250;8.33;PR;Paraná;Bela Vista da Caroba;3848;3000;8.33
250;8.33;MG;Minas Gerais;Monte Santo de Minas;21915;3000;8.33
250;8.33;MT;Mato Grosso;Sinop;129916;3000;8.33
250;8.33;PB;Paraíba;Logradouro;4254;3000;8.33
250;8.33;PB;Paraíba;Cabaceiras;5449;3000;8.33
250;8.33;PB;Paraíba;Assunção;3830;3000;8.33
250;8.33;MS;Mato Grosso do Sul;Jaraguari;6860;3000;8.33
250;8.33;AM;Amazonas;Humaitá;51302;3000;8.33
250;8.33;CE;Ceará;Quixeré;21572;3000;8.33
250;8.33;PB;Paraíba;São José do Sabugi;4124;3000;8.33
250;8.33;RS;Rio Grande do Sul;Porto Alegre;1476867;3000;8.33
250;8.33;SC;Santa Catarina;Erval Velho;4464;3000;8.33
250;8.33;SC;Santa Catarina;Correia Pinto;13826;3000;8.33
250;8.33;ES;Espírito Santo;Linhares;163662;3000;8.33
250;8.33;GO;Goiás;Caiapônia;18148;3000;8.33
250;8.33;SP;São Paulo;Igaraçu do Tietê;24451;3000;8.33
266;8.19;RS;Rio Grande do Sul;Novo Machado;3828;2950;8.19
266;8.19;RS;Rio Grande do Sul;São Pedro da Serra;3584;2950;8.19
266;8.19;SC;Santa Catarina;Criciúma;206918;2950;8.19
266;8.19;SC;Santa Catarina;Joinville;562151;2950;8.19
266;8.19;PB;Paraíba;Serra da Raiz;3154;2950;8.19
266;8.19;ES;Espírito Santo;Iconha;13788;2950;8.19
266;8.19;AM;Amazonas;Itacoatiara;97122;2950;8.19
266;8.19;MT;Mato Grosso;Comodoro;19536;2950;8.19
266;8.19;MT;Mato Grosso;Confresa;28339;2950;8.19
266;8.19;MT;Mato Grosso;Juruena;13933;2950;8.19
266;8.19;MT;Mato Grosso;Nova Mutum;39712;2950;8.19
266;8.19;MT;Mato Grosso;Querência;15597;2950;8.19
266;8.19;MS;Mato Grosso do Sul;Deodápolis;12650;2950;8.19
266;8.19;MS;Mato Grosso do Sul;Anastácio;24748;2950;8.19
266;8.19;MG;Minas Gerais;Lagoa da Prata;50197;2950;8.19
266;8.19;PR;Paraná;Cascavel;312778;2950;8.19
266;8.19;SC;Santa Catarina;Santo Amaro da Imperatriz;21920;2950;8.19
266;8.19;RJ;Rio de Janeiro;Cachoeiras de Macacu;56290;2950;8.19
284;8.05;MG;Minas Gerais;Muzambinho;21017;2900;8.05
284;8.05;TO;Tocantins;Pugmil;2591;2900;8.05
284;8.05;PB;Paraíba;Riacho dos Cavalos;8563;2900;8.05
284;8.05;ES;Espírito Santo;Itaguaçu;14829;2900;8.05
284;8.05;CE;Ceará;Quixadá;85351;2900;8.05
284;8.05;BA;Bahia;Brotas de Macaúbas;11070;2900;8.05
290;7.91;BA;Bahia;Salvador;2921087;2850;7.91
290;7.91;GO;Goiás;Goiânia;1430697;2850;7.91
290;7.91;PE;Pernambuco;Fernando de Noronha;2930;2850;7.91
290;7.91;PI;Piauí;Cocal de Telha;4621;2850;7.91
290;7.91;PE;Pernambuco;Vertente do Lério;7746;2850;7.91
290;7.91;SP;São Paulo;Riolândia;11766;2850;7.91
290;7.91;SP;São Paulo;Dolcinópolis;2142;2850;7.91
290;7.91;PB;Paraíba;Riacho de Santo Antônio;1923;2850;7.91
290;7.91;RS;Rio Grande do Sul;Cachoeirinha;125975;2850;7.91
290;7.91;RS;Rio Grande do Sul;Agudo;17120;2850;7.91
290;7.91;MT;Mato Grosso;Paranaíta;10844;2850;7.91
290;7.91;MT;Mato Grosso;Canarana;20208;2850;7.91
290;7.91;PR;Paraná;Mangueirinha;17334;2850;7.91
290;7.91;TO;Tocantins;Pium;7357;2850;7.91
290;7.91;TO;Tocantins;Talismã;2737;2850;7.91
290;7.91;MA;Maranhão;Cândido Mendes;19702;2850;7.91
290;7.91;MA;Maranhão;Imperatriz;253123;2850;7.91
307;7.77;TO;Tocantins;Porto Alegre do Tocantins;3039;2800;7.77
307;7.77;MT;Mato Grosso;Rosário Oeste;17161;2800;7.77
307;7.77;SC;Santa Catarina;Ouro Verde;2263;2800;7.77
307;7.77;MA;Maranhão;Parnarama;34146;2800;7.77
307;7.77;ES;Espírito Santo;São Gabriel da Palha;36328;2800;7.77
307;7.77;ES;Espírito Santo;Marechal Floriano;16127;2800;7.77
307;7.77;ES;Espírito Santo;Fundão;19985;2800;7.77
307;7.77;ES;Espírito Santo;Ibatiba;25244;2800;7.77
307;7.77;BA;Bahia;Itatim;14763;2800;7.77
316;7.63;MS;Mato Grosso do Sul;Campo Grande;853622;2750;7.63
316;7.63;SP;São Paulo;Barra do Turvo;7828;2750;7.63
316;7.63;RS;Rio Grande do Sul;Muitos Capões;3137;2750;7.63
316;7.63;PR;Paraná;Ponta Grossa;337865;2750;7.63
316;7.63;PB;Paraíba;Bom Sucesso;5007;2750;7.63
321;7.5;PB;Paraíba;Congo;4780;2700;7.5
321;7.5;RS;Rio Grande do Sul;Aratiba;6641;2700;7.5
321;7.5;RS;Rio Grande do Sul;Bom Progresso;2261;2700;7.5
321;7.5;RO;Rondônia;Novo Horizonte do Oeste;10276;2700;7.5
321;7.5;MS;Mato Grosso do Sul;Terenos;19914;2700;7.5
321;7.5;PR;Paraná;Nova Santa Bárbara;4163;2700;7.5
321;7.5;SP;São Paulo;Macatuba;17013;2700;7.5
321;7.5;RS;Rio Grande do Sul;Farroupilha;68562;2700;7.5
321;7.5;RS;Rio Grande do Sul;Forquetinha;2528;2700;7.5
321;7.5;MS;Mato Grosso do Sul;Agua Clara;14474;2700;7.5
321;7.5;MS;Mato Grosso do Sul;Bataguassu;21775;2700;7.5
321;7.5;MG;Minas Gerais;Sarzedo;29889;2700;7.5
321;7.5;MG;Minas Gerais;Sete Lagoas;232107;2700;7.5
321;7.5;MG;Minas Gerais;São Francisco de Paula;6670;2700;7.5
321;7.5;MG;Minas Gerais;Piraúba;11101;2700;7.5
321;7.5;MG;Minas Gerais;Pompéu;31178;2700;7.5
321;7.5;TO;Tocantins;Santa Tereza do Tocantins;2762;2700;7.5
321;7.5;PR;Paraná;Cruzeiro do Iguaçu;4376;2700;7.5
321;7.5;PR;Paraná;Barra do Jacaré;2821;2700;7.5
321;7.5;RN;Rio Grande do Norte;Parnamirim;242384;2700;7.5
321;7.5;MG;Minas Gerais;Morada Nova de Minas;8764;2700;7.5
321;7.5;SC;Santa Catarina;São Bonifácio;2944;2700;7.5
321;7.5;SC;Santa Catarina;Três Barras;18945;2700;7.5
321;7.5;RJ;Rio de Janeiro;Casimiro de Abreu;40305;2700;7.5
321;7.5;SE;Sergipe;Lagarto;102257;2700;7.5
321;7.5;RJ;Rio de Janeiro;São José de Ubá;7206;2700;7.5
321;7.5;RS;Rio Grande do Sul;Relvado;2195;2700;7.5
321;7.5;RS;Rio Grande do Sul;Picada Café;5532;2700;7.5
321;7.5;RS;Rio Grande do Sul;Vitória das Missões;3463;2700;7.5
321;7.5;RS;Rio Grande do Sul;Sarandi;23036;2700;7.5
321;7.5;SP;São Paulo;Alumínio;18061;2700;7.5
321;7.5;SP;São Paulo;Getulina;11287;2700;7.5
321;7.5;SP;São Paulo;Guareí;16867;2700;7.5
321;7.5;GO;Goiás;Guarinos;2134;2700;7.5
321;7.5;SC;Santa Catarina;Bela Vista do Toldo;6248;2700;7.5
321;7.5;SC;Santa Catarina;Bocaina do Sul;3424;2700;7.5
321;7.5;SC;Santa Catarina;Balneário Arroio do Silva;11616;2700;7.5
321;7.5;GO;Goiás;Itapirapuã;6776;2700;7.5
321;7.5;MG;Minas Gerais;Arceburgo;10373;2700;7.5
321;7.5;SC;Santa Catarina;Massaranduba;16024;2700;7.5
321;7.5;SC;Santa Catarina;Lindóia do Sul;4644;2700;7.5
321;7.5;SC;Santa Catarina;Cordilheira Alta;4184;2700;7.5
321;7.5;SC;Santa Catarina;Coronel Freitas;10201;2700;7.5
321;7.5;SC;Santa Catarina;Campo Erê;8993;2700;7.5
321;7.5;CE;Ceará;Guaramiranga;3720;2700;7.5
321;7.5;BA;Bahia;Cristópolis;14302;2700;7.5
321;7.5;CE;Ceará;Paraipaba;31986;2700;7.5
321;7.5;CE;Ceará;Jaguaretama;17997;2700;7.5
321;7.5;PI;Piauí;Massapê do Piauí;6323;2700;7.5
370;7.36;SC;Santa Catarina;Frei Rogério;2249;2650;7.36
370;7.36;SC;Santa Catarina;Nova Trento;13621;2650;7.36
370;7.36;SP;São Paulo;Caraguatatuba;113317;2650;7.36
370;7.36;MG;Minas Gerais;Lagoa Dourada;12938;2650;7.36
370;7.36;SP;São Paulo;Lorena;87178;2650;7.36
370;7.36;BA;Bahia;São Miguel das Matas;12009;2650;7.36
370;7.36;MT;Mato Grosso;Alto Taquari;9674;2650;7.36
370;7.36;MT;Mato Grosso;Indiavaí;2543;2650;7.36
370;7.36;MT;Mato Grosso;Nova Canaã do Norte;12365;2650;7.36
370;7.36;PB;Paraíba;Algodão de Jandaíra;2475;2650;7.36
380;7.22;PB;Paraíba;Barra de Santa Rosa;15145;2600;7.22
380;7.22;MS;Mato Grosso do Sul;Itaquiraí;20162;2600;7.22
380;7.22;SP;São Paulo;Marabá Paulista;5435;2600;7.22
380;7.22;SP;São Paulo;Motuca;4607;2600;7.22
380;7.22;PR;Paraná;Londrina;548249;2600;7.22
380;7.22;PR;Paraná;Quatro Pontes;3998;2600;7.22
380;7.22;PR;Paraná;Francisco Beltrão;86499;2600;7.22
380;7.22;TO;Tocantins;Pedro Afonso;12900;2600;7.22
380;7.22;SP;São Paulo;Casa Branca;29877;2600;7.22
380;7.22;SP;São Paulo;Fartura;15960;2600;7.22
380;7.22;PE;Pernambuco;São Bento do Una;57659;2600;7.22
380;7.22;AP;Amapá;Macapá;456171;2600;7.22
392;7.08;CE;Ceará;Orós;21394;2550;7.08
392;7.08;CE;Ceará;Tabuleiro do Norte;30263;2550;7.08
392;7.08;SP;São Paulo;Bariri;34048;2550;7.08
392;7.08;RS;Rio Grande do Sul;Muçum;4989;2550;7.08
392;7.08;AL;Alagoas;Coruripe;56631;2550;7.08
392;7.08;SC;Santa Catarina;Doutor Pedrinho;3937;2550;7.08
392;7.08;PI;Piauí;São João do Piauí;20146;2550;7.08
392;7.08;RJ;Rio de Janeiro;Bom Jesus do Itabapoana;35964;2550;7.08
392;7.08;MS;Mato Grosso do Sul;Maracaju;43078;2550;7.08
392;7.08;MS;Mato Grosso do Sul;Selvíria;6455;2550;7.08
392;7.08;PB;Paraíba;Catolé do Rocha;30179;2550;7.08
392;7.08;RS;Rio Grande do Sul;Cacique Doble;5080;2550;7.08
404;6.94;RO;Rondônia;Primavera de Rondônia;3501;2500;6.94
404;6.94;PB;Paraíba;Gado Bravo;8450;2500;6.94
404;6.94;PR;Paraná;Ivaiporã;32710;2500;6.94
404;6.94;PR;Paraná;Nova Santa Rosa;8092;2500;6.94
404;6.94;PA;Pará;Jacareacanga;41487;2500;6.94
404;6.94;PA;Pará;Paragominas;107010;2500;6.94
404;6.94;PR;Paraná;Doutor Ulysses;5808;2500;6.94
404;6.94;PI;Piauí;Simões;14411;2500;6.94
404;6.94;PI;Piauí;Sussuapara;6545;2500;6.94
404;6.94;GO;Goiás;Edéia;12047;2500;6.94
404;6.94;CE;Ceará;Antonina do Norte;7227;2500;6.94
404;6.94;RS;Rio Grande do Sul;Pejuçara;4055;2500;6.94
404;6.94;RS;Rio Grande do Sul;Senador Salgado Filho;2885;2500;6.94
404;6.94;RS;Rio Grande do Sul;Tuparendi;8574;2500;6.94
404;6.94;SP;São Paulo;Cunha;22086;2500;6.94
404;6.94;SP;São Paulo;Ipiguá;5022;2500;6.94
404;6.94;PB;Paraíba;São Miguel de Taipu;7079;2500;6.94
404;6.94;CE;Ceará;Lavras da Mangabeira;31383;2500;6.94
422;6.8;PE;Pernambuco;Condado;25823;2450;6.8
422;6.8;RS;Rio Grande do Sul;Rondinha;5544;2450;6.8
422;6.8;SC;Santa Catarina;Aurora;5674;2450;6.8
422;6.8;MA;Maranhão;Timbiras;28511;2450;6.8
422;6.8;PA;Pará;Portel;58282;2450;6.8
422;6.8;SC;Santa Catarina;Tijucas;35402;2450;6.8
422;6.8;RS;Rio Grande do Sul;Ibiaçá;4848;2450;6.8
422;6.8;RS;Rio Grande do Sul;Caseiros;3163;2450;6.8
422;6.8;RS;Rio Grande do Sul;Carlos Barbosa;27565;2450;6.8
422;6.8;PB;Paraíba;Pedras de Fogo;28286;2450;6.8
422;6.8;PB;Paraíba;Cajazeirinhas;3165;2450;6.8
433;6.66;RS;Rio Grande do Sul;Barra Funda;2497;2400;6.66
433;6.66;RS;Rio Grande do Sul;Esperança do Sul;3245;2400;6.66
433;6.66;PR;Paraná;Guaíra;32591;2400;6.66
433;6.66;MG;Minas Gerais;São Domingos das Dores;5661;2400;6.66
433;6.66;PR;Paraná;Tupãssi;8261;2400;6.66
433;6.66;RJ;Rio de Janeiro;Sapucaia;17606;2400;6.66
433;6.66;PA;Pará;São Miguel do Guamá;55942;2400;6.66
433;6.66;RN;Rio Grande do Norte;Jucurutu;18450;2400;6.66
433;6.66;MG;Minas Gerais;Paraopeba;24110;2400;6.66
433;6.66;MA;Maranhão;Senador Alexandre Costa;10862;2400;6.66
433;6.66;SC;Santa Catarina;Forquilhinha;25129;2400;6.66
433;6.66;GO;Goiás;Itapuranga;26639;2400;6.66
433;6.66;CE;Ceará;Deputado Irapuan Pinheiro;9444;2400;6.66
433;6.66;ES;Espírito Santo;Muqui;15626;2400;6.66
433;6.66;SP;São Paulo;Alto Alegre;4173;2400;6.66
433;6.66;CE;Ceará;Mucambo;14357;2400;6.66
433;6.66;SP;São Paulo;Vitória Brasil;1821;2400;6.66
433;6.66;PE;Pernambuco;Tabira;27958;2400;6.66
433;6.66;PI;Piauí;Cabeceiras do Piauí;10325;2400;6.66
433;6.66;SP;São Paulo;Roseira;10344;2400;6.66
433;6.66;PI;Piauí;Parnaíba;149803;2400;6.66
433;6.66;AL;Alagoas;Murici;28335;2400;6.66
455;6.52;TO;Tocantins;Aguiarnópolis;6149;2350;6.52
455;6.52;PI;Piauí;Teresina;844245;2350;6.52
455;6.52;PB;Paraíba;Bayeux;96140;2350;6.52
455;6.52;PB;Paraíba;Mataraca;8219;2350;6.52
459;6.39;PE;Pernambuco;Cabrobó;33247;2300;6.39
460;6.38;PE;Pernambuco;Agrestina;24256;2300;6.38
460;6.38;RN;Rio Grande do Norte;Natal;869954;2300;6.38
460;6.38;CE;Ceará;Marco;26484;2300;6.38
460;6.38;SP;São Paulo;Platina;3434;2300;6.38
460;6.38;ES;Espírito Santo;São José do Calçado;11012;2300;6.38
460;6.38;MG;Minas Gerais;São Domingos do Prata;17798;2300;6.38
460;6.38;RS;Rio Grande do Sul;Eldorado do Sul;37794;2300;6.38
460;6.38;PR;Paraná;Jundiaí do Sul;3456;2300;6.38
460;6.38;PI;Piauí;São Pedro do Piauí;13994;2300;6.38
460;6.38;TO;Tocantins;Centenário;2803;2300;6.38
460;6.38;MG;Minas Gerais;Itaú de Minas;15897;2300;6.38
460;6.38;MG;Minas Gerais;Malacacheta;19191;2300;6.38
472;6.25;PR;Paraná;Douradina;8228;2250;6.25
472;6.25;TO;Tocantins;Figueirópolis;5386;2250;6.25
472;6.25;RJ;Rio de Janeiro;Carapebus;15008;2250;6.25
472;6.25;SE;Sergipe;Nossa Senhora do Socorro;177344;2250;6.25
472;6.25;RN;Rio Grande do Norte;Ipanguaçu;15147;2250;6.25
472;6.25;SP;São Paulo;Natividade da Serra;6786;2250;6.25
472;6.25;PB;Paraíba;Remígio;19149;2250;6.25
472;6.25;RR;Roraima;Bonfim;11739;2250;6.25
472;6.25;CE;Ceará;Caririaçu;26858;2250;6.25
472;6.25;GO;Goiás;Crixás;16695;2250;6.25
472;6.25;GO;Goiás;Campinaçu;3743;2250;6.25
472;6.25;SC;Santa Catarina;Gravatal;11231;2250;6.25
472;6.25;SC;Santa Catarina;Monte Carlo;9695;2250;6.25
472;6.25;PB;Paraíba;São José de Espinharas;4684;2250;6.25
472;6.25;SP;São Paulo;Guaraçaí;8525;2250;6.25
472;6.25;BA;Bahia;Alagoinhas;154495;2250;6.25
472;6.25;PI;Piauí;Belém do Piauí;3464;2250;6.25
472;6.25;PI;Piauí;Lagoa do Sítio;5047;2250;6.25
472;6.25;CE;Ceará;Ipaporanga;11499;2250;6.25
491;6.11;CE;Ceará;Iracema;14071;2200;6.11
491;6.11;CE;Ceará;Tarrafas;8899;2200;6.11
491;6.11;ES;Espírito Santo;Baixo Guandu;31467;2200;6.11
491;6.11;AM;Amazonas;Manaus;2057711;2200;6.11
491;6.11;PE;Pernambuco;Aliança;38255;2200;6.11
491;6.11;PI;Piauí;Lagoa do Barro do Piauí;4579;2200;6.11
491;6.11;AL;Alagoas;Messias;17576;2200;6.11
491;6.11;AM;Amazonas;Anori;19292;2200;6.11
491;6.11;AM;Amazonas;Benjamin Constant;39484;2200;6.11
491;6.11;BA;Bahia;Poções;48729;2200;6.11
491;6.11;PE;Pernambuco;Sertânia;35367;2200;6.11
491;6.11;RS;Rio Grande do Sul;Serafina Corrêa;15814;2200;6.11
491;6.11;RS;Rio Grande do Sul;Tapera;10803;2200;6.11
491;6.11;RS;Rio Grande do Sul;Nova Bassano;9478;2200;6.11
491;6.11;MG;Minas Gerais;Barbacena;134924;2200;6.11
491;6.11;SP;São Paulo;Cardoso;12281;2200;6.11
491;6.11;RN;Rio Grande do Norte;Serra do Mel;11507;2200;6.11
491;6.11;SC;Santa Catarina;Jaguaruna;18980;2200;6.11
491;6.11;SC;Santa Catarina;Jupiá;2142;2200;6.11
491;6.11;SC;Santa Catarina;Governador Celso Ramos;13944;2200;6.11
491;6.11;GO;Goiás;Barro Alto;10031;2200;6.11
491;6.11;RS;Rio Grande do Sul;Capão da Canoa;47148;2200;6.11
491;6.11;PB;Paraíba;Alagoa Nova;20500;2200;6.11
491;6.11;PB;Paraíba;Caturité;4779;2200;6.11
491;6.11;MT;Mato Grosso;Nova Lacerda;6052;2200;6.11
491;6.11;MG;Minas Gerais;Carmo do Rio Claro;21338;2200;6.11
491;6.11;PR;Paraná;Goioerê;29702;2200;6.11
491;6.11;PR;Paraná;Japira;5071;2200;6.11
491;6.11;PR;Paraná;Pinhalão;6425;2200;6.11
491;6.11;PR;Paraná;Santana do Itararé;5267;2200;6.11
491;6.11;MG;Minas Gerais;Santa Rita de Jacutinga;5065;2200;6.11
491;6.11;MG;Minas Gerais;São Tomás de Aquino;7238;2200;6.11
491;6.11;MG;Minas Gerais;Pequi;4342;2200;6.11
491;6.11;MG;Minas Gerais;Queluzito;1947;2200;6.11
491;6.11;MG;Minas Gerais;Rio Novo;9050;2200;6.11
491;6.11;MS;Mato Grosso do Sul;Caarapó;28437;2200;6.11
491;6.11;MS;Mato Grosso do Sul;Corguinho;5513;2200;6.11
491;6.11;SC;Santa Catarina;Rio do Sul;67237;2200;6.11
491;6.11;SE;Sergipe;Barra dos Coqueiros;28677;2200;6.11
491;6.11;RJ;Rio de Janeiro;Itaperuna;99021;2200;6.11
491;6.11;RJ;Rio de Janeiro;Itatiaia;30240;2200;6.11
491;6.11;RJ;Rio de Janeiro;Armação dos Búzios;31067;2200;6.11
491;6.11;PR;Paraná;Bituruna;16480;2200;6.11
491;6.11;PR;Paraná;Bom Jesus do Sul;3777;2200;6.11
535;5.97;RS;Rio Grande do Sul;Independência;6653;2150;5.97
535;5.97;MT;Mato Grosso;Alto Garças;11229;2150;5.97
535;5.97;MS;Mato Grosso do Sul;Sidrolândia;51355;2150;5.97
535;5.97;MS;Mato Grosso do Sul;Taquarussu;3570;2150;5.97
535;5.97;PB;Paraíba;Bernardino Batista;3356;2150;5.97
535;5.97;RS;Rio Grande do Sul;Protásio Alves;2041;2150;5.97
541;5.83;RN;Rio Grande do Norte;Viçosa;1714;2100;5.83
541;5.83;RO;Rondônia;Ministro Andreazza;10823;2100;5.83
541;5.83;RO;Rondônia;Jaru;55738;2100;5.83
541;5.83;SP;São Paulo;Atibaia;137187;2100;5.83
541;5.83;SP;São Paulo;Floreal;3011;2100;5.83
541;5.83;PB;Paraíba;Santa Inês;3594;2100;5.83
541;5.83;SC;Santa Catarina;Entre Rios;3151;2100;5.83
541;5.83;SC;Santa Catarina;Canelinha;11617;2100;5.83
541;5.83;SP;São Paulo;Suzanápolis;3742;2100;5.83
541;5.83;SP;São Paulo;Tanabi;25467;2100;5.83
541;5.83;SP;São Paulo;Promissão;38764;2100;5.83
541;5.83;RJ;Rio de Janeiro;Rio de Janeiro;6476631;2100;5.83
541;5.83;PB;Paraíba;Boa Ventura;5473;2100;5.83
541;5.83;PB;Paraíba;Belém;17594;2100;5.83
541;5.83;PB;Paraíba;Emas;3485;2100;5.83
541;5.83;PB;Paraíba;Condado;6733;2100;5.83
541;5.83;PB;Paraíba;Itatuba;10739;2100;5.83
541;5.83;SP;São Paulo;Mairiporã;92323;2100;5.83
541;5.83;PR;Paraná;Paiçandu;39291;2100;5.83
541;5.83;TO;Tocantins;Chapada da Natividade;3363;2100;5.83
541;5.83;TO;Tocantins;Tocantinópolis;23141;2100;5.83
541;5.83;TO;Tocantins;São Valério da Natividade;4214;2100;5.83
541;5.83;MA;Maranhão;Barreirinhas;60588;2100;5.83
541;5.83;RJ;Rio de Janeiro;Mangaratiba;40779;2100;5.83
541;5.83;SE;Sergipe;Pacatuba;14164;2100;5.83
